week,position,performer,song,instance,previous_position,peak_position,weeks_on_chart
2018-08-18,84,Nicki Minaj Featuring Ariana Grande,Bed,1,63,43,8
2018-08-18,85,Lauren Daigle,You Say,1,78,53,4
2018-08-18,86,Kane Brown,Lose It,2,94,86,4
2018-08-18,87,Juice WRLD,Lean Wit Me,1,-,87,1
2018-08-18,88,Morgan Wallen Featuring Florida Georgia Line,Up Down,1,73,49,20
2018-08-18,89,Carrie Underwood,Cry Pretty,3,81,81,9
2018-08-18,90,Cole Swindell,Break Up In The End,2,85,85,5
2018-08-18,91,Jake Owen,I Was Jack (You Were Diane),1,62,43,11
2018-08-18,92,Daniel Caesar Featuring H.E.R.,Best Part,1,82,81,3
2018-08-18,93,Becky G + Natti Natasha,Sin Pijama,2,70,70,9
2018-08-18,94,Drake,Mob Ties,1,64,13,6
2018-08-18,95,Yella Beezy,That's On Me,1,92,92,2
2018-08-18,96,Keith Urban Featuring Julia Michaels,Coming Home,1,51,50,7
2018-08-18,97,Juice WRLD Featuring Lil Uzi Vert,Wasted,1,75,67,4
2018-08-18,98,YG Featuring A$AP Rocky,Handgun,1,99,98,2
2018-08-18,99,Dennis Lloyd,Nevermind,1,86,86,3
2018-08-18,100,Childish Gambino,Summertime Magic,1,79,44,4
2018-08-25,1,Drake,In My Feelings,1,1,1,7
2018-08-25,2,Maroon 5 Featuring Cardi B,Girls Like You,1,2,2,12
2018-08-25,3,"Cardi B, Bad Bunny & J Balvin",I Like It,1,3,1,19
2018-08-25,4,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,1,5,3,4
2018-08-25,5,Post Malone,Better Now,1,6,5,16
2018-08-25,6,Juice WRLD,Lucid Dreams,1,7,3,14
2018-08-25,7,Travis Scott,Sicko Mode,1,4,4,2
2018-08-25,8,Tyga Featuring Offset,Taste,1,9,8,12
2018-08-25,9,Ella Mai,Boo'd Up,1,10,5,20
2018-08-25,10,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,1,11,5,3
2018-08-25,11,Khalid & Normani,Love Lies,1,15,11,26
2018-08-25,12,Ariana Grande,No Tears Left To Cry,1,14,3,17
2018-08-25,13,Post Malone Featuring Ty Dolla $ign,Psycho,1,13,1,25
2018-08-25,14,Drake,Nice For What,1,12,1,19
2018-08-25,15,Lil Baby & Drake,Yes Indeed,1,18,6,14
2018-08-25,16,Taylor Swift,Delicate,1,17,12,23
2018-08-25,17,5 Seconds Of Summer,Youngblood,1,22,17,11
2018-08-25,18,Nicki Minaj,Barbie Dreams,1,-,18,1
2018-08-25,19,Bebe Rexha & Florida Georgia Line,Meant To Be,1,20,2,42
2018-08-25,20,Ed Sheeran,Perfect,2,21,1,50
2018-08-25,21,Drake,Nonstop,1,29,2,7
2018-08-25,22,"Zedd, Maren Morris & Grey",The Middle,1,19,5,29
2018-08-25,23,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,2,16,16,11
2018-08-25,24,Drake,God's Plan,1,23,1,30
2018-08-25,25,Selena Gomez,Back To You,1,33,22,14
2018-08-25,26,XXXTENTACION,Sad!,1,28,1,24
2018-08-25,27,Travis Scott,Stargazing,1,8,8,2
2018-08-25,28,Dan + Shay,Tequila,2,37,21,23
2018-08-25,29,Brett Young,Mercy,1,34,29,15
2018-08-25,30,Ariana Grande,God Is A Woman,1,39,11,5
2018-08-25,31,Bazzi,Mine,1,35,11,30
2018-08-25,32,Calvin Harris & Dua Lipa,One Kiss,1,40,26,19
2018-08-25,33,Marshmello & Anne-Marie,Friends,1,32,11,27
2018-08-25,34,Imagine Dragons,Natural,1,54,34,4
2018-08-25,35,Florida Georgia Line,Simple,1,45,34,11
2018-08-25,36,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,1,52,36,9
2018-08-25,37,Camila Cabello,Never Be The Same,2,46,6,34
2018-08-25,38,Shawn Mendes,In My Blood,1,42,11,22
2018-08-25,39,Lauv,I Like Me Better,1,49,29,27
2018-08-25,40,Kenny Chesney,Get Along,1,44,22,19
2018-08-25,41,The Carters,Apes**t,1,51,13,9
2018-08-25,42,Nicki Minaj Featuring Ariana Grande,Bed,1,84,42,9
2018-08-25,43,Travis Scott,Yosemite,1,25,25,2
2018-08-25,44,Nicki Minaj,Chun-Li,2,-,44,15
2018-08-25,45,Thomas Rhett,Life Changes,1,56,45,8
2018-08-25,46,Trippie Redd,Taking A Walk,1,-,46,1
2018-08-25,47,Luke Bryan,"Sunrise, Sunburn, Sunset",1,57,47,7
2018-08-25,48,"Benny Blanco, Halsey & Khalid",Eastside,1,55,44,5
2018-08-25,49,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,1,59,36,17
2018-08-25,50,XXXTENTACION,Moonlight,3,58,13,18
2018-08-25,51,Bebe Rexha,I'm A Mess,1,62,51,5
2018-08-25,52,Bazzi Featuring Camila Cabello,Beautiful,1,60,52,2
2018-08-25,53,Morgan Evans,Kiss Somebody,1,77,53,7
2018-08-25,54,lovelytheband,Broken,1,74,54,5
2018-08-25,55,Old Dominion,Hotel Key,1,64,55,7
2018-08-25,56,Nicki Minaj Featuring Lil Wayne,Rich Sex,2,-,56,2
2018-08-25,57,Weezer,Africa,2,73,57,5
2018-08-25,58,Nicki Minaj Featuring Eminem & Labrinth,Majesty,1,-,58,1
2018-08-25,59,Juice WRLD,All Girls Are The Same,1,69,41,14
2018-08-25,60,Nicki Minaj,Ganja Burns,1,-,60,1
2018-08-25,61,Chris Lane Featuring Tori Kelly,Take Back Home Girl,3,67,55,11
2018-08-25,62,Clean Bandit Featuring Demi Lovato,Solo,2,66,58,7
2018-08-25,63,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,1,72,60,6
2018-08-25,64,Cardi B,Be Careful,1,61,11,20
2018-08-25,65,Queen Naija,Medicine,2,71,54,11
2018-08-25,66,Travis Scott,Stop Trying To Be God,1,27,27,2
2018-08-25,67,Ciara,Level Up,1,63,59,4
2018-08-25,68,Dylan Scott,Hooked,1,82,68,5
2018-08-25,69,Travis Scott,Can't Say,1,38,38,2
2018-08-25,70,Kygo Featuring Miguel,Remind Me To Forget,1,81,70,5
2018-08-25,71,Travis Scott,Wake Up,1,30,30,2
2018-08-25,72,Quavo,W O R K I N M E,1,-,72,1
2018-08-25,73,Backstreet Boys,Don't Go Breaking My Heart,2,75,63,8
2018-08-25,74,Drake,I'm Upset,1,65,7,12
2018-08-25,75,Travis Scott,R.I.P Screw,1,26,26,2
2018-08-25,76,Ella Mai,Trip,1,79,76,2
2018-08-25,77,Lauren Daigle,You Say,1,85,53,5
2018-08-25,78,Cole Swindell,Break Up In The End,2,90,78,6
2018-08-25,79,Travis Scott,No Bystanders,1,31,31,2
2018-08-25,80,XXXTENTACION,Changes,2,78,18,18
2018-08-25,81,Travis Scott,Carousel,1,24,24,2
2018-08-25,82,Kane Brown,Lose It,2,86,82,5
2018-08-25,83,Alessia Cara,Growing Pains,1,83,65,7
2018-08-25,84,Juice WRLD,Lean Wit Me,1,87,84,2
2018-08-25,85,G-Eazy Featuring Yo Gotti & YBN Nahmir,1942,1,70,70,5
2018-08-25,86,Yella Beezy,That's On Me,1,95,86,3
2018-08-25,87,J. Cole,Album Of The Year (Freestyle),1,-,87,1
2018-08-25,88,Childish Gambino,This Is America,1,80,1,15
2018-08-25,89,Travis Scott,5% Tint,1,36,36,2
2018-08-25,90,Jason Mraz,Have It All,1,-,90,1
2018-08-25,91,Bryce Vine,Drew Barrymore,1,-,91,1
2018-08-25,92,Carrie Underwood,Cry Pretty,3,89,81,10
2018-08-25,93,Becky G + Natti Natasha,Sin Pijama,2,93,70,10
2018-08-25,94,Daniel Caesar Featuring H.E.R.,Best Part,1,92,81,4
2018-08-25,95,Luke Combs,She Got The Best Of Me,1,-,95,1
2018-08-25,96,NF,Lie,2,-,96,3
2018-08-25,97,Dennis Lloyd,Nevermind,1,99,86,4
2018-08-25,98,Nicki Minaj Featuring The Weeknd,Thought I Knew You,1,-,98,1
2018-08-25,99,Drake,Mob Ties,1,94,13,7
2018-08-25,100,Juice WRLD Featuring Lil Uzi Vert,Wasted,1,97,67,5
2018-09-01,1,Drake,In My Feelings,1,1,1,8
2018-09-01,2,Maroon 5 Featuring Cardi B,Girls Like You,1,2,2,13
2018-09-01,3,"Cardi B, Bad Bunny & J Balvin",I Like It,1,3,1,20
2018-09-01,4,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,1,4,3,5
2018-09-01,5,Post Malone,Better Now,1,5,5,17
2018-09-01,6,Juice WRLD,Lucid Dreams,1,6,3,15
2018-09-01,7,Ariana Grande,No Tears Left To Cry,1,12,3,18
2018-09-01,8,Ariana Grande,God Is A Woman,1,30,8,6
2018-09-01,9,Travis Scott,Sicko Mode,1,7,4,3
2018-09-01,10,Tyga Featuring Offset,Taste,1,8,8,13
2018-09-01,11,Khalid & Normani,Love Lies,1,11,11,27
2018-09-01,12,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,1,10,5,4
2018-09-01,13,Ella Mai,Boo'd Up,1,9,5,21
2018-09-01,14,Lil Baby & Drake,Yes Indeed,1,15,6,15
2018-09-01,15,5 Seconds Of Summer,Youngblood,1,17,15,12
2018-09-01,16,Post Malone Featuring Ty Dolla $ign,Psycho,1,13,1,26
2018-09-01,17,Drake,Nice For What,1,14,1,20
2018-09-01,18,Drake,Nonstop,1,21,2,8
2018-09-01,19,Taylor Swift,Delicate,1,16,12,24
2018-09-01,20,Ed Sheeran,Perfect,2,20,1,51
2018-09-01,21,Bebe Rexha & Florida Georgia Line,Meant To Be,1,19,2,43
2018-09-01,22,Ariana Grande,Breathin,1,-,22,1
2018-09-01,23,Selena Gomez,Back To You,1,25,22,15
2018-09-01,24,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,2,23,16,12
2018-09-01,25,"Zedd, Maren Morris & Grey",The Middle,1,22,5,30
2018-09-01,26,XXXTENTACION,Sad!,1,26,1,25
2018-09-01,27,Drake,God's Plan,1,24,1,31
2018-09-01,28,Lauv,I Like Me Better,1,39,28,28
2018-09-01,29,Imagine Dragons,Natural,1,34,29,5
2018-09-01,30,Dan + Shay,Tequila,2,28,21,24
2018-09-01,31,"Benny Blanco, Halsey & Khalid",Eastside,1,48,31,6
2018-09-01,32,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,1,36,32,10
2018-09-01,33,Bazzi,Mine,1,31,11,31
2018-09-01,34,Brett Young,Mercy,1,29,29,16
2018-09-01,35,Travis Scott,Stargazing,1,27,8,3
2018-09-01,36,Florida Georgia Line,Simple,1,35,34,12
2018-09-01,37,Marshmello & Anne-Marie,Friends,1,33,11,28
2018-09-01,38,Nicki Minaj,Barbie Dreams,1,18,18,2
2018-09-01,39,Calvin Harris & Dua Lipa,One Kiss,1,32,26,20
2018-09-01,40,Luke Bryan,"Sunrise, Sunburn, Sunset",1,47,40,8
2018-09-01,41,Camila Cabello,Never Be The Same,2,37,6,35
2018-09-01,42,Shawn Mendes,In My Blood,1,38,11,23
2018-09-01,43,Thomas Rhett,Life Changes,1,45,43,9
2018-09-01,44,Kenny Chesney,Get Along,1,40,22,20
2018-09-01,45,Bebe Rexha,I'm A Mess,1,51,45,6
2018-09-01,46,The Carters,Apes**t,1,41,13,10
2018-09-01,47,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,1,49,36,18
2018-09-01,48,XXXTENTACION,Moonlight,3,50,13,19
2018-09-01,49,Cole Swindell,Break Up In The End,2,78,49,7
2018-09-01,50,Bazzi Featuring Camila Cabello,Beautiful,1,52,50,3
2018-09-01,51,lovelytheband,Broken,1,54,51,6
2018-09-01,52,Old Dominion,Hotel Key,1,55,52,8
2018-09-01,53,Travis Scott,Yosemite,1,43,25,3
2018-09-01,54,Weezer,Africa,2,57,54,6
2018-09-01,55,Ariana Grande,Sweetener,1,-,55,1
2018-09-01,56,Lauren Daigle,You Say,1,77,53,6
2018-09-01,57,Bryce Vine,Drew Barrymore,1,91,57,2
2018-09-01,58,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,1,63,58,7
2018-09-01,59,Clean Bandit Featuring Demi Lovato,Solo,2,62,58,8
2018-09-01,60,Dylan Scott,Hooked,1,68,60,6
2018-09-01,61,Juice WRLD,All Girls Are The Same,1,59,41,15
2018-09-01,62,Ariana Grande,Everytime,1,-,62,1
2018-09-01,63,Marshmello & Bastille,Happier,1,-,63,1
2018-09-01,64,Queen Naija,Medicine,2,65,54,12
2018-09-01,65,Calvin Harris & Sam Smith,Promises,1,-,65,1
2018-09-01,66,Kygo Featuring Miguel,Remind Me To Forget,1,70,66,6
2018-09-01,67,Ella Mai,Trip,1,76,67,3
2018-09-01,68,Juice WRLD,Lean Wit Me,1,84,68,3
2018-09-01,69,Ciara,Level Up,1,67,59,5
2018-09-01,70,Drake,I'm Upset,1,74,7,13
2018-09-01,71,G-Eazy Featuring Yo Gotti & YBN Nahmir,1942,1,85,70,6
2018-09-01,72,Ariana Grande,R.E.M,1,-,72,1
2018-09-01,73,Yella Beezy,That's On Me,1,86,73,4
2018-09-01,74,Luke Combs,She Got The Best Of Me,1,95,74,2
2018-09-01,75,Kane Brown,Lose It,2,82,75,6
2018-09-01,76,Backstreet Boys,Don't Go Breaking My Heart,2,73,63,9
2018-09-01,77,Russell Dickerson,Blue Tacoma,1,-,77,1
2018-09-01,78,Young Thug Featuring Gunna & Lil Baby,Chanel (Go Get It),1,-,78,1
2018-09-01,79,XXXTENTACION,Changes,2,80,18,19
2018-09-01,80,Trippie Redd,Taking A Walk,1,46,46,2
2018-09-01,81,The Chainsmokers Featuring Emily Warren,Side Effects,2,-,81,2
2018-09-01,82,Daniel Caesar Featuring H.E.R.,Best Part,1,94,81,5
2018-09-01,83,Mitchell Tenpenny,Drunk Me,2,-,83,2
2018-09-01,84,Carrie Underwood,Cry Pretty,3,92,81,11
2018-09-01,85,Cardi B Featuring Kehlani,Ring,2,-,85,5
2018-09-01,86,Morgan Evans,Kiss Somebody,1,53,53,8
2018-09-01,87,Ariana Grande,Goodnight N Go,1,-,87,1
2018-09-01,88,Janet & Daddy Yankee,Made For Now,1,-,88,1
2018-09-01,89,Ariana Grande Featuring Nicki Minaj,The Light Is Coming,2,-,89,2
2018-09-01,90,Panic! At The Disco,High Hopes,3,-,90,3
2018-09-01,91,Nicki Minaj Featuring Ariana Grande,Bed,1,42,42,10
2018-09-01,92,Alessia Cara,Growing Pains,1,83,65,8
2018-09-01,93,Chris Lane Featuring Tori Kelly,Take Back Home Girl,3,61,55,12
2018-09-01,94,Eric Church,Desperate Man,2,-,94,4
2018-09-01,95,Childish Gambino,This Is America,1,88,1,16
2018-09-01,96,Quavo,W O R K I N M E,1,72,72,2
2018-09-01,97,NF,Lie,2,96,96,4
2018-09-01,98,Becky G + Natti Natasha,Sin Pijama,2,93,70,11
2018-09-01,99,Ariana Grande,Pete Davidson,1,-,99,1
2018-09-01,100,Nicki Minaj,Chun-Li,2,44,44,16
2018-09-08,1,Drake,In My Feelings,1,1,1,9
2018-09-08,2,Maroon 5 Featuring Cardi B,Girls Like You,1,2,2,14
2018-09-08,3,"Cardi B, Bad Bunny & J Balvin",I Like It,1,3,1,21
2018-09-08,4,Post Malone,Better Now,1,5,4,18
2018-09-08,5,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,1,4,3,6
2018-09-08,6,Juice WRLD,Lucid Dreams,1,6,3,16
2018-09-08,7,Travis Scott,Sicko Mode,1,9,4,4
2018-09-08,8,Tyga Featuring Offset,Taste,1,10,8,14
2018-09-08,9,Khalid & Normani,Love Lies,1,11,9,28
2018-09-08,10,Ariana Grande,God Is A Woman,1,8,8,7
2018-09-08,11,BTS Featuring Nicki Minaj,IDOL,1,-,11,1
2018-09-08,12,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,1,12,5,5
2018-09-08,13,Ella Mai,Boo'd Up,1,13,5,22
2018-09-08,14,Ariana Grande,No Tears Left To Cry,1,7,3,19
2018-09-08,15,5 Seconds Of Summer,Youngblood,1,15,15,13
2018-09-08,16,Lil Baby & Drake,Yes Indeed,1,14,6,16
2018-09-08,17,Drake,Nonstop,1,18,2,9
2018-09-08,18,Post Malone Featuring Ty Dolla $ign,Psycho,1,16,1,27
2018-09-08,19,Selena Gomez,Back To You,1,23,19,16
2018-09-08,20,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,2,24,16,13
2018-09-08,21,Bebe Rexha & Florida Georgia Line,Meant To Be,1,21,2,44
2018-09-08,22,Ed Sheeran,Perfect,2,20,1,52
2018-09-08,23,Drake,Nice For What,1,17,1,21
2018-09-08,24,Imagine Dragons,Natural,1,29,24,6
2018-09-08,25,Taylor Swift,Delicate,1,19,12,25
2018-09-08,26,"Zedd, Maren Morris & Grey",The Middle,1,25,5,31
2018-09-08,27,Lauv,I Like Me Better,1,28,27,29
2018-09-08,28,"Benny Blanco, Halsey & Khalid",Eastside,1,31,28,7
2018-09-08,29,XXXTENTACION,Sad!,1,26,1,26
2018-09-08,30,Drake,God's Plan,1,27,1,32
2018-09-08,31,Dan + Shay,Tequila,2,30,21,25
2018-09-08,32,Florida Georgia Line,Simple,1,36,32,13
2018-09-08,33,Bazzi,Mine,1,33,11,32
2018-09-08,34,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,1,32,32,11
2018-09-08,35,Luke Bryan,"Sunrise, Sunburn, Sunset",1,40,35,9
2018-09-08,36,Thomas Rhett,Life Changes,1,43,36,10
2018-09-08,37,Ariana Grande,Breathin,1,22,22,2
2018-09-08,38,Brett Young,Mercy,1,34,29,17
2018-09-08,39,Bebe Rexha,I'm A Mess,1,45,39,7
2018-09-08,40,Travis Scott,Stargazing,1,35,8,4
2018-09-08,41,Marshmello & Anne-Marie,Friends,1,37,11,29
2018-09-08,42,Camila Cabello,Never Be The Same,2,41,6,36
2018-09-08,43,Calvin Harris & Dua Lipa,One Kiss,1,39,26,21
2018-09-08,44,Bazzi Featuring Camila Cabello,Beautiful,1,50,44,4
2018-09-08,45,Nicki Minaj,Barbie Dreams,1,38,18,3
2018-09-08,46,Bryce Vine,Drew Barrymore,1,57,46,3
2018-09-08,47,XXXTENTACION,Moonlight,3,48,13,20
2018-09-08,48,Kenny Chesney,Get Along,1,44,22,21
2018-09-08,49,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,1,47,36,19
2018-09-08,50,lovelytheband,Broken,1,51,50,7
2018-09-08,51,Old Dominion,Hotel Key,1,52,51,9
2018-09-08,52,Quavo,W O R K I N M E,1,96,52,3
2018-09-08,53,The Carters,Apes**t,1,46,13,11
2018-09-08,54,Ella Mai,Trip,1,67,54,4
2018-09-08,55,Lauren Daigle,You Say,1,56,53,7
2018-09-08,56,Weezer,Africa,2,54,54,7
2018-09-08,57,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,1,58,57,8
2018-09-08,58,Travis Scott,Yosemite,1,53,25,4
2018-09-08,59,Marshmello & Bastille,Happier,1,63,59,2
2018-09-08,60,Dylan Scott,Hooked,1,60,60,7
2018-09-08,61,Clean Bandit Featuring Demi Lovato,Solo,2,59,58,9
2018-09-08,62,Cole Swindell,Break Up In The End,2,49,49,8
2018-09-08,63,Kygo Featuring Miguel,Remind Me To Forget,1,66,63,7
2018-09-08,64,Juice WRLD,All Girls Are The Same,1,61,41,16
2018-09-08,65,Luke Combs,She Got The Best Of Me,1,74,65,3
2018-09-08,66,The Chainsmokers Featuring Emily Warren,Side Effects,2,81,66,3
2018-09-08,67,Cardi B Featuring Kehlani,Ring,2,85,67,6
2018-09-08,68,Russell Dickerson,Blue Tacoma,1,77,68,2
2018-09-08,69,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,I Am Who They Say I Am,1,-,69,1
2018-09-08,70,Queen Naija,Medicine,2,64,54,13
2018-09-08,71,Juice WRLD,Lean Wit Me,1,68,68,4
2018-09-08,72,Ozuna,Unica,1,-,72,1
2018-09-08,73,Yella Beezy,That's On Me,1,73,73,5
2018-09-08,74,Mitchell Tenpenny,Drunk Me,2,83,74,3
2018-09-08,75,Kane Brown,Lose It,2,75,75,7
2018-09-08,76,Panic! At The Disco,High Hopes,3,90,76,4
2018-09-08,77,Drake,I'm Upset,1,70,7,14
2018-09-08,78,XXXTENTACION,Changes,2,79,18,20
2018-09-08,79,G-Eazy Featuring Yo Gotti & YBN Nahmir,1942,1,71,70,7
2018-09-08,80,NF,Lie,2,97,80,5
2018-09-08,81,Young Thug Featuring Gunna & Lil Baby,Chanel (Go Get It),1,78,78,2
2018-09-08,82,Sheck Wes,Mo Bamba,1,-,82,1
2018-09-08,83,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),1,-,83,1
2018-09-08,84,Daniel Caesar Featuring H.E.R.,Best Part,1,82,81,6
2018-09-08,85,Eric Church,Desperate Man,2,94,85,5
2018-09-08,86,Chris Janson,Drunk Girl,1,-,86,1
2018-09-08,87,Charlie Puth,The Way I Am,1,-,87,1
2018-09-08,88,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,2,-,88,2
2018-09-08,89,Migos,Narcos,3,-,89,13
2018-09-08,90,Zedd & Elley Duhe,Happy Now,1,-,90,1
2018-09-08,91,Ciara,Level Up,1,69,59,6
2018-09-08,92,Trippie Redd,Taking A Walk,1,80,46,3
2018-09-08,93,Calvin Harris & Sam Smith,Promises,1,65,65,2
2018-09-08,94,Backstreet Boys,Don't Go Breaking My Heart,2,76,63,10
2018-09-08,95,Drake,Mob Ties,2,-,95,8
2018-09-08,96,Wiz Khalifa Featuring Swae Lee,Hopeless Romantic,2,-,96,3
2018-09-08,97,Juice WRLD Featuring Lil Uzi Vert,Wasted,2,-,97,6
2018-09-08,98,"Khalid, Ty Dolla $ign & 6LACK",OTW,3,-,98,15
2018-09-08,99,Becky G + Natti Natasha,Sin Pijama,2,98,70,12
2018-09-08,100,Childish Gambino,This Is America,1,95,1,17
2018-09-15,1,Drake,In My Feelings,1,1,1,10
2018-09-15,2,Maroon 5 Featuring Cardi B,Girls Like You,1,2,2,15
2018-09-15,3,"Cardi B, Bad Bunny & J Balvin",I Like It,1,3,1,22
2018-09-15,4,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,1,5,3,7
2018-09-15,5,Post Malone,Better Now,1,4,4,19
2018-09-15,6,Eminem Featuring Joyner Lucas,Lucky You,1,-,6,1
2018-09-15,7,Juice WRLD,Lucid Dreams,1,6,3,17
2018-09-15,8,Eminem,The Ringer,1,-,8,1
2018-09-15,9,Travis Scott,Sicko Mode,1,7,4,5
2018-09-15,10,Tyga Featuring Offset,Taste,1,8,8,15
2018-09-15,11,Khalid & Normani,Love Lies,1,9,9,29
2018-09-15,12,Eminem,Fall,1,-,12,1
2018-09-15,13,5 Seconds Of Summer,Youngblood,1,15,13,14
2018-09-15,14,Ella Mai,Boo'd Up,1,13,5,23
2018-09-15,15,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,1,12,5,6
2018-09-15,16,Eminem,Kamikaze,1,-,16,1
2018-09-15,17,Ariana Grande,God Is A Woman,1,10,8,8
2018-09-15,18,Drake,Nonstop,1,17,2,10
2018-09-15,19,Ariana Grande,No Tears Left To Cry,1,14,3,20
2018-09-15,20,Imagine Dragons,Natural,1,24,20,7
2018-09-15,21,Lil Baby & Drake,Yes Indeed,1,16,6,17
2018-09-15,22,Selena Gomez,Back To You,1,19,19,17
2018-09-15,23,Eminem,Greatest,1,-,23,1
2018-09-15,24,Eminem Featuring Royce Da 5'9,Not Alike,1,-,24,1
2018-09-15,25,Ed Sheeran,Perfect,2,22,1,53
2018-09-15,26,Bebe Rexha & Florida Georgia Line,Meant To Be,1,21,2,45
2018-09-15,27,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,2,20,16,14
2018-09-15,28,Post Malone Featuring Ty Dolla $ign,Psycho,1,18,1,28
2018-09-15,29,Taylor Swift,Delicate,1,25,12,26
2018-09-15,30,6ix9ine Featuring Anuel AA,BEBE,1,-,30,1
2018-09-15,31,Drake,Nice For What,1,23,1,22
2018-09-15,32,Ella Mai,Trip,1,54,32,5
2018-09-15,33,Lauv,I Like Me Better,1,27,27,30
2018-09-15,34,"Benny Blanco, Halsey & Khalid",Eastside,1,28,28,8
2018-09-15,35,"Zedd, Maren Morris & Grey",The Middle,1,26,5,32
2018-09-15,36,XXXTENTACION,Sad!,1,29,1,27
2018-09-15,37,Drake,God's Plan,1,30,1,33
2018-09-15,38,Dan + Shay,Tequila,2,31,21,26
2018-09-15,39,Eminem,Normal,1,-,39,1
2018-09-15,40,Florida Georgia Line,Simple,1,32,32,14
2018-09-15,41,Luke Bryan,"Sunrise, Sunburn, Sunset",1,35,35,10
2018-09-15,42,Eminem,Stepping Stone,1,-,42,1
2018-09-15,43,Bazzi,Mine,1,33,11,33
2018-09-15,44,Bebe Rexha,I'm A Mess,1,39,39,8
2018-09-15,45,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,1,34,32,12
2018-09-15,46,Marshmello & Bastille,Happier,1,59,46,3
2018-09-15,47,Bazzi Featuring Camila Cabello,Beautiful,1,44,44,5
2018-09-15,48,lovelytheband,Broken,1,50,48,8
2018-09-15,49,Eminem,Venom,1,-,49,1
2018-09-15,50,Bryce Vine,Drew Barrymore,1,46,46,4
2018-09-15,51,Thomas Rhett,Life Changes,1,36,36,11
2018-09-15,52,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,1,49,36,20
2018-09-15,53,Old Dominion,Hotel Key,1,51,51,10
2018-09-15,54,Childish Gambino,Feels Like Summer,1,-,54,1
2018-09-15,55,Brett Young,Mercy,1,38,29,18
2018-09-15,56,Ariana Grande,Breathin,1,37,22,3
2018-09-15,57,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,1,57,57,9
2018-09-15,58,Weezer,Africa,2,56,54,8
2018-09-15,59,The Carters,Apes**t,1,53,13,12
2018-09-15,60,Dylan Scott,Hooked,1,60,60,8
2018-09-15,61,Travis Scott,Stargazing,1,40,8,5
2018-09-15,62,Cardi B Featuring Kehlani,Ring,2,67,62,7
2018-09-15,63,Nicki Minaj,Barbie Dreams,1,45,18,4
2018-09-15,64,Quavo,W O R K I N M E,1,52,52,4
2018-09-15,65,Eminem & Jessie Reyez,Nice Guy,1,-,65,1
2018-09-15,66,Luke Combs,She Got The Best Of Me,1,65,65,4
2018-09-15,67,Eminem Featuring Jessie Reyez,Good Guy,1,-,67,1
2018-09-15,68,Russell Dickerson,Blue Tacoma,1,68,68,3
2018-09-15,69,Queen Naija,Medicine,2,70,54,14
2018-09-15,70,Cole Swindell,Break Up In The End,2,62,49,9
2018-09-15,71,Kygo Featuring Miguel,Remind Me To Forget,1,63,63,8
2018-09-15,72,Lauren Daigle,You Say,1,55,53,8
2018-09-15,73,Sheck Wes,Mo Bamba,1,82,73,2
2018-09-15,74,Panic! At The Disco,High Hopes,3,76,74,5
2018-09-15,75,Juice WRLD,All Girls Are The Same,1,64,41,17
2018-09-15,76,Clean Bandit Featuring Demi Lovato,Solo,2,61,58,10
2018-09-15,77,The Chainsmokers Featuring Emily Warren,Side Effects,2,66,66,4
2018-09-15,78,Yella Beezy,That's On Me,1,73,73,6
2018-09-15,79,Travis Scott,Yosemite,1,58,25,5
2018-09-15,80,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),1,83,80,2
2018-09-15,81,BTS Featuring Nicki Minaj,IDOL,1,11,11,2
2018-09-15,82,Kane Brown,Lose It,2,75,75,8
